#pose_pure,x;pose_pure,y;pose_pure,z;pose_pure,yaw;pose_pure,pitch;pose_pure,roll;imu_pure,dtheta;imu_pure,dphi;imu_pure,dpsi;loch_doppler_pure,vx;loch_doppler_pure,vy;loch_doppler_pure,vz;imu_pure,ddx;imu_pure,ddy;imu_pure,ddz;Transponder;Transponder,003;Transponder,005;Transponder,006;pose_noisy,x;pose_noisy,y;pose_noisy,z;pose_noisy,yaw;pose_noisy,pitch;pose_noisy,roll;imu_noisy,dtheta;imu_noisy,dphi;imu_noisy,dpsi;loch_doppler_noisy,vx;loch_doppler_noisy,vy;loch_doppler_noisy,vz;imu_noisy,ddx;imu_noisy,ddy;imu_noisy,ddz;Transponder;Transponder,003;Transponder,005;Transponder,006
12,65499973;0;0;0;0;0;0;0;0;1,999969363;0;0;0;0;9,81000042;212,0298305;177,6032067;344,8250992;123,3176752;12,40081078;0,108254932;-0,384676195;0,000401502;-6,26E-05;-0,00039538;-0,000181774;1,91E-06;-3,10E-05;1,999969363;0;0;0,104845367;-0,19622004;9,895201683;212,0298305;177,6032067;344,8250992;123,3176752
12,85499954;0;0;0;0;0;0;0;0;1,999969363;0;0;0;0;9,81000042;212,1832958;177,6457177;344,7280827;123,1923335;12,9582487;-0,185686737;-0,242521542;0,000226065;-5,18E-05;-0,000282744;-3,52E-05;0,000251703;-0,000187939;2,000026464;0;0;-0,006156298;0,054769069;9,838405609;212,1832958;177,6457177;344,7280827;123,1923335
13,05500031;0;0;0;0;0;0;0;0;2,000026464;0;0;0,000571012;0;9,81000042;212,3368386;177,6884437;344,631155;123,0671891;13,0914249;0,080305547;0,102261696;0,000343278;0,001128084;8,22E-06;6,74E-05;0,000218307;-4,16E-05;1,999969363;0;0;0,024274938;0,057511151;9,615130424;212,3368386;177,6884437;344,631155;123,0671891
13,25500011;0;0;0;0;0;0;0;0;2,000026464;0;0;0;0;9,81000042;212,4904587;177,7313845;344,5343162;122,9422426;13,35778109;0,051226452;-0,085519064;-0,000130361;-0,000154872;-0,000437284;-6,10E-05;0,000355858;-0,00014269;1,999969363;0;0;-0,074279152;-0,053087041;9,810535431;212,4904587;177,7313845;344,5343162;122,9422426
13,45499992;0;0;0;0;0;0;0;0;1,999969363;0;0;-0,000571012;0;9,81000042;212,6441559;177,7745399;344,4375662;122,8174948;13,64265983;-0,016591559;0,141368002;0,000417722;-0,000374848;-2,88E-06;-0,000124129;-0,000189488;-0,00011009;1,999969363;0;0;0,13559176;-0,079814591;9,917941093;212,6441559;177,7745399;344,4375662;122,8174948
13,65499973;0;0;0;0;0;0;0;0;1,999969363;0;0;0;0;9,81000042;212,79793;177,8179097;344,3409052;122,6929461;13,7178122;-0,126209429;-0,088984791;0,000293232;-9,06E-05;-0,001042016;-0,000294894;0,000108123;-0,000197047;2,000026464;0;0;-0,02013592;-0,105259195;9,824983597;212,79793;177,8179097;344,3409052;122,6929461
13,85499954;0;0;0;0;0;0;0;0;1,999969363;0;0;0;0;9,81000042;212,951781;177,8614939;344,2443333;122,5685972;13,68825074;-0,056811535;0,123699126;-0,000174853;-0,000103668;-0,000543203;-2,74E-05;0,000278011;-0,00011299;1,999969363;0;0;0,022689145;0,078905523;9,742228508;212,951781;177,8614939;344,2443333;122,5685972
14,05500031;0;0;0;0;0;0;0;0;2,000026464;0;0;0,000571012;0;9,81000042;213,1057086;177,9052923;344,1478505;122,4444487;14,33500927;0,175293925;0,094891735;-0,000516624;0,000136606;0,000423865;-0,000145652;-1,11E-05;-0,00022561;2,000026464;0;0;-0,013490981;0,089163229;9,908720016;213,1057086;177,9052923;344,1478505;122,4444487
14,25500011;0;0;0;0;0;0;0;0;2,000026464;0;0;0;0;9,81000042;213,2597126;177,9493046;344,0514569;122,3205012;14,23954119;0,000278209;0,003490439;-0,000163388;0,000489351;-4,77E-05;-0,000152099;-0,000166823;-8,41E-05;1,999969363;0;0;-0,211374104;-0,061450209;9,626209259;213,2597126;177,9493046;344,0514569;122,3205012
14,45499992;0;0;0;0;0;0;0;0;1,999969363;0;0;-0,000571012;0;9,81000042;213,413793;177,9935309;343,9551526;122,1967554;14,83488748;0,255059773;-0,159775224;-0,000377541;0,000254849;2,73E-05;6,68E-05;-2,07E-05;-0,000217357;1,999969363;0;0;0,134329885;0,138560474;9,963180542;213,413793;177,9935309;343,9551526;122,1967554
